email_text,email_version,weekday,user_country,opened,clicked,hour_bin,purchase_bin,pred_proba
short_email,generic,Thursday,UK,0,0,Night,3-5,0.37624865417585596
short_email,personalized,Monday,US,0,0,Morning,3-5,0.5462891032691266
short_email,generic,Saturday,US,0,0,Night,3-5,0.4972992315776819
short_email,generic,Wednesday,US,0,0,Night,3-5,0.47487821325760554
long_email,personalized,Saturday,US,0,0,Morning,3-5,0.6121033382406349
long_email,generic,Friday,US,0,0,Morning,3-5,0.5580312409040658
short_email,personalized,Saturday,US,0,0,Morning,3-5,0.7059848539704349
short_email,generic,Wednesday,US,0,0,Morning,3-5,0.561135764890973
long_email,personalized,Sunday,UK,0,0,Night,6-10,0.3359934416138458
long_email,personalized,Wednesday,US,0,0,Morning,6-10,0.4322170061493289
short_email,personalized,Thursday,US,0,0,Morning,1-2,0.6085563213147315
short_email,personalized,Wednesday,FR,0,0,Night,6-10,0.3643914657598713
short_email,personalized,Wednesday,US,0,0,Morning,3-5,0.6735235001027445
long_email,personalized,Tuesday,US,0,0,Morning,3-5,0.7119791175624354
long_email,generic,Thursday,US,0,0,Morning,3-5,0.6477142803053934
long_email,personalized,Tuesday,US,0,0,Night,6-10,0.44736161736357155
short_email,generic,Wednesday,UK,0,0,Night,3-5,0.4438280545025664
long_email,personalized,Thursday,US,0,0,Afternoon,1-2,0.400181387608016
long_email,personalized,Sunday,US,0,0,Morning,1-2,0.5017431749039825
short_email,personalized,Friday,UK,0,0,Morning,1-2,0.347417426985365
short_email,personalized,Wednesday,US,0,0,Afternoon,1-2,0.4773257814200474
long_email,personalized,Wednesday,UK,0,0,Morning,6-10,0.49868462427780025
long_email,personalized,Monday,UK,0,0,Morning,6-10,0.4797068422343084
long_email,personalized,Monday,US,0,0,Morning,6-10,0.43635052226514276
short_email,generic,Wednesday,US,0,0,Morning,6-10,0.41949856047170964
long_email,generic,Sunday,UK,0,0,Night,3-5,0.5909533833343706
short_email,personalized,Wednesday,US,1,0,Morning,11+,0.5275166669462561
long_email,personalized,Tuesday,US,0,0,Afternoon,1-2,0.5036664354758927
short_email,generic,Monday,UK,0,0,Morning,3-5,0.3841269269042343
long_email,generic,Tuesday,US,0,0,Night,3-5,0.43927194944822673
short_email,personalized,Sunday,UK,1,1,Morning,3-5,0.4730821577057956
long_email,generic,Monday,UK,0,0,Night,3-5,0.5828427016998456
long_email,personalized,Sunday,US,0,0,Morning,11+,0.5116057566386326
short_email,personalized,Thursday,US,0,0,Night,3-5,0.6281423753053282
short_email,personalized,Saturday,US,0,0,Night,3-5,0.8153451297197495
long_email,generic,Saturday,US,0,0,Morning,6-10,0.40979199266300176
short_email,personalized,Tuesday,US,0,0,Morning,1-2,0.6983544311624194
long_email,generic,Sunday,US,0,0,Morning,3-5,0.31976844652107195
short_email,personalized,Sunday,US,0,0,Night,1-2,0.5191393926207133
long_email,personalized,Tuesday,US,0,0,Night,6-10,0.44736161736357155
short_email,generic,Saturday,US,0,0,Afternoon,3-5,0.7531029191370574
short_email,personalized,Thursday,US,0,0,Night,6-10,0.5133176947866701
short_email,generic,Tuesday,US,0,0,Night,6-10,0.5039826559863443
long_email,personalized,Tuesday,US,0,0,Morning,1-2,0.5450965417422567
short_email,generic,Monday,UK,0,0,Night,3-5,0.5114847010801973
short_email,personalized,Monday,UK,0,0,Morning,6-10,0.491503544048822
short_email,personalized,Wednesday,UK,0,0,Afternoon,6-10,0.63972857310126
short_email,generic,Friday,US,1,1,Night,3-5,0.5962598289778905
long_email,generic,Friday,US,0,0,Afternoon,6-10,0.45954819570655014
short_email,personalized,Tuesday,US,1,0,Night,6-10,0.5210507505309656
short_email,personalized,Wednesday,US,1,0,Morning,6-10,0.6248170897231878
short_email,personalized,Monday,US,0,0,Night,6-10,0.4937429495080481
long_email,personalized,Saturday,US,0,0,Night,6-10,0.614499687441826
short_email,generic,Wednesday,UK,0,0,Night,3-5,0.4438280545025664
short_email,generic,Sunday,US,1,0,Morning,3-5,0.4107053858905531
long_email,generic,Saturday,US,0,0,Afternoon,3-5,0.7704927639680451
short_email,personalized,Saturday,UK,0,0,Morning,1-2,0.313130081744225
short_email,personalized,Monday,ES,0,0,Afternoon,11+,0.4393342353099585
long_email,personalized,Thursday,US,0,0,Morning,3-5,0.5247661469328606
long_email,personalized,Saturday,US,1,0,Night,3-5,0.7353555371690296
short_email,generic,Sunday,US,0,0,Morning,3-5,0.4107053858905531
short_email,personalized,Wednesday,UK,1,1,Afternoon,6-10,0.63972857310126
short_email,personalized,Friday,US,0,0,Afternoon,1-2,0.6317853434098173
short_email,generic,Saturday,US,0,0,Afternoon,1-2,0.3666373637608358
long_email,personalized,Tuesday,US,1,0,Afternoon,3-5,0.7576789322582915
short_email,personalized,Sunday,US,1,0,Night,3-5,0.6900999305166832
short_email,personalized,Saturday,US,0,0,Night,1-2,0.5909063032594436
long_email,personalized,Tuesday,US,0,0,Morning,3-5,0.7119791175624354
long_email,personalized,Sunday,US,0,0,Night,1-2,0.5758006763038948
short_email,personalized,Saturday,US,0,0,Night,6-10,0.685874357435533
long_email,generic,Friday,US,0,0,Morning,6-10,0.30988980262260674
short_email,generic,Sunday,US,0,0,Morning,3-5,0.4107053858905531
short_email,generic,Tuesday,UK,0,0,Morning,3-5,0.5378796114136345
long_email,personalized,Wednesday,US,1,1,Morning,6-10,0.4322170061493289
long_email,personalized,Thursday,UK,0,0,Night,11+,0.6194133395408534
short_email,personalized,Tuesday,UK,0,0,Morning,6-10,0.5037132634996212
short_email,personalized,Saturday,ES,0,0,Night,6-10,0.5742481537165635
short_email,personalized,Saturday,US,0,0,Morning,3-5,0.7059848539704349
short_email,generic,Wednesday,US,0,0,Afternoon,3-5,0.5246337107495048
long_email,generic,Tuesday,US,0,0,Afternoon,1-2,0.31659418342237233
long_email,generic,Thursday,UK,0,0,Afternoon,6-10,0.35306303241219267
short_email,personalized,Tuesday,US,0,0,Afternoon,1-2,0.5278060570504555
long_email,personalized,Monday,US,0,0,Afternoon,6-10,0.5855503047287418
short_email,personalized,Wednesday,UK,0,0,Morning,3-5,0.5089486706352836
short_email,generic,Saturday,US,0,0,Afternoon,3-5,0.7531029191370574
short_email,personalized,Wednesday,US,1,0,Afternoon,6-10,0.6250536637035023
short_email,generic,Saturday,US,0,0,Afternoon,1-2,0.3666373637608358
long_email,generic,Sunday,US,0,0,Morning,3-5,0.31976844652107195
long_email,personalized,Saturday,US,0,0,Morning,6-10,0.5453265308666994
long_email,personalized,Saturday,US,0,0,Morning,1-2,0.3290574993777346
short_email,personalized,Saturday,US,1,0,Night,3-5,0.8153451297197495
long_email,personalized,Tuesday,US,0,0,Night,3-5,0.7125212983235865
short_email,generic,Saturday,US,0,0,Afternoon,3-5,0.7531029191370574
long_email,personalized,Friday,US,0,0,Morning,3-5,0.7351927726428115
short_email,generic,Wednesday,US,0,0,Evening,3-5,0.41463913241557754
long_email,generic,Sunday,US,0,0,Afternoon,6-10,0.5811146524372198
long_email,personalized,Saturday,US,0,0,Morning,3-5,0.6121033382406349
short_email,personalized,Thursday,UK,0,0,Afternoon,3-5,0.5550925234309557
short_email,generic,Sunday,US,0,0,Morning,11+,0.33579018387463777
short_email,generic,Monday,US,0,0,Afternoon,3-5,0.4836878654507308
long_email,generic,Saturday,US,0,0,Morning,3-5,0.6915514234977151
long_email,generic,Sunday,UK,0,0,Morning,6-10,0.46255913354175393
short_email,generic,Saturday,US,0,0,Morning,6-10,0.3636002093062599
short_email,personalized,Thursday,UK,0,0,Night,1-2,0.5046491634769324
short_email,personalized,Wednesday,US,1,0,Night,1-2,0.5628633409421127
short_email,personalized,Friday,UK,0,0,Morning,1-2,0.347417426985365
long_email,personalized,Thursday,US,1,0,Morning,6-10,0.33730179199787924
long_email,personalized,Wednesday,US,0,0,Night,3-5,0.6586270492346994
short_email,personalized,Tuesday,US,0,0,Morning,3-5,0.6349977718772061
long_email,personalized,Sunday,US,0,0,Morning,3-5,0.6127194005301457
short_email,personalized,Wednesday,US,0,0,Afternoon,6-10,0.6250536637035023
short_email,personalized,Wednesday,US,0,0,Night,6-10,0.5797490880875703
long_email,generic,Friday,US,0,0,Night,3-5,0.6231485187810086
long_email,generic,Wednesday,US,0,0,Night,3-5,0.33485889853531803
long_email,personalized,Saturday,US,0,0,Afternoon,3-5,0.7577348498234319
short_email,personalized,Wednesday,US,0,0,Morning,3-5,0.6735235001027445
long_email,personalized,Sunday,US,0,0,Morning,6-10,0.604924581128346
short_email,personalized,Friday,US,0,0,Night,6-10,0.6229060160483728
long_email,personalized,Sunday,US,0,0,Afternoon,3-5,0.7214351340117711
short_email,personalized,Wednesday,UK,0,0,Night,6-10,0.6228178889425159
short_email,personalized,Saturday,US,0,0,Morning,3-5,0.7059848539704349
short_email,personalized,Tuesday,US,0,0,Morning,6-10,0.5863310802990516
short_email,personalized,Friday,US,0,0,Morning,6-10,0.633323473154612
short_email,generic,Tuesday,US,0,0,Afternoon,6-10,0.49085235538009814
long_email,personalized,Wednesday,US,0,0,Afternoon,6-10,0.5138426025097826
long_email,personalized,Sunday,US,0,0,Night,6-10,0.6773795441556518
short_email,personalized,Sunday,US,0,0,Afternoon,1-2,0.6352748761813904
short_email,personalized,Thursday,US,0,0,Night,1-2,0.4987698581843095
short_email,personalized,Friday,US,0,0,Afternoon,6-10,0.6245744430354967
long_email,personalized,Thursday,US,0,0,Evening,3-5,0.5132522042022161
short_email,generic,Friday,US,0,0,Night,6-10,0.4523462801621983
short_email,generic,Friday,US,0,0,Morning,3-5,0.4344745684566742
short_email,personalized,Friday,US,0,0,Night,3-5,0.5701008899345708
long_email,personalized,Monday,US,1,0,Night,1-2,0.3663819604414084
short_email,generic,Thursday,US,0,0,Morning,3-5,0.5317326336039205
long_email,personalized,Monday,US,0,0,Night,1-2,0.3663819604414084
long_email,personalized,Saturday,UK,0,0,Afternoon,1-2,0.3050084781039148
long_email,personalized,Tuesday,US,0,0,Night,3-5,0.7125212983235865
long_email,generic,Thursday,US,0,0,Afternoon,3-5,0.5252864499174101
long_email,generic,Sunday,US,0,0,Afternoon,6-10,0.5811146524372198
short_email,personalized,Wednesday,US,0,0,Morning,1-2,0.6511811275908616
short_email,personalized,Tuesday,US,0,0,Night,1-2,0.6441242442098507
long_email,generic,Sunday,US,0,0,Night,6-10,0.5166158335633163
short_email,personalized,Monday,US,0,0,Morning,3-5,0.5462891032691266
short_email,generic,Friday,US,0,0,Morning,3-5,0.4344745684566742
long_email,generic,Friday,US,1,1,Afternoon,6-10,0.45954819570655014
short_email,personalized,Tuesday,US,0,0,Morning,1-2,0.6983544311624194
short_email,personalized,Friday,US,0,0,Morning,3-5,0.7380186760778323
long_email,generic,Sunday,US,0,0,Morning,3-5,0.31976844652107195
long_email,generic,Saturday,US,0,0,Night,6-10,0.5480773210935989
short_email,personalized,Thursday,US,0,0,Night,3-5,0.6281423753053282
long_email,personalized,Sunday,US,0,0,Afternoon,1-2,0.4857056522840299
long_email,personalized,Saturday,UK,0,0,Evening,6-10,0.541293093881223
short_email,personalized,Saturday,US,0,0,Morning,3-5,0.7059848539704349
long_email,personalized,Sunday,US,0,0,Night,3-5,0.8089115700912847
short_email,generic,Thursday,US,0,0,Morning,6-10,0.49838227511158556
long_email,personalized,Thursday,US,0,0,Afternoon,6-10,0.46926926876127945
long_email,generic,Friday,US,0,0,Night,3-5,0.6231485187810086
short_email,generic,Tuesday,US,0,0,Night,0,0.338785829895527
long_email,generic,Friday,US,0,0,Morning,6-10,0.30988980262260674
short_email,personalized,Tuesday,UK,0,0,Night,6-10,0.6180176477858736
short_email,personalized,Thursday,US,0,0,Night,3-5,0.6281423753053282
short_email,personalized,Friday,US,0,0,Afternoon,6-10,0.6245744430354967
long_email,personalized,Sunday,UK,0,0,Night,6-10,0.3359934416138458
short_email,personalized,Sunday,US,0,0,Morning,6-10,0.4931109678497853
short_email,personalized,Wednesday,US,0,0,Afternoon,3-5,0.7574233831485649
long_email,generic,Saturday,US,0,0,Morning,6-10,0.40979199266300176
short_email,personalized,Tuesday,US,0,0,Morning,3-5,0.6349977718772061
short_email,generic,Tuesday,US,0,0,Night,3-5,0.5892191891009108
